Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
PIK3R3,Phosphoinositide-3-Kinase Regulatory Subunit 3,Protein Coding,Q92569,49,GC01M046041,14.11875534,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R3
SOD1,Superoxide Dismutase 1,Protein Coding,P00441,57,GC21P031659,14.11141109,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1
TERF1,Telomeric Repeat Binding Factor 1,Protein Coding,P54274,46,GC08P073008,14.10547733,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF1
SNORD118,"Small Nucleolar RNA, C/D Box 118",RNA Gene,,21,GC17M014437,14.08685207,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD118
SNORD44,"Small Nucleolar RNA, C/D Box 44",RNA Gene,,14,GC01M174802,14.0834446,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD44
BBC3,BCL2 Binding Component 3,Protein Coding,Q96PG8,45,GC19M047220,14.06628513,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBC3
ST14,ST14 Transmembrane Serine Protease Matriptase,Protein Coding,Q9Y5Y6,52,GC11P130159,14.06164455,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST14
MIR590,MicroRNA 590,RNA Gene,,21,GC07P074191,14.04677868,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR590
VCAM1,Vascular Cell Adhesion Molecule 1,Protein Coding,P19320,50,GC01P100719,14.03250408,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCAM1
GJB2,Gap Junction Protein Beta 2,Protein Coding,P29033,50,GC13M020187,14.01349354,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB2
CEBPB,CCAAT Enhancer Binding Protein Beta,Protein Coding,P17676,47,GC20P050190,13.9904747,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPB
MAGEE1,MAGE Family Member E1,Protein Coding,Q9HCI5,39,GC0XP076427,13.98011208,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEE1
LEPR,Leptin Receptor,Protein Coding,P48357,54,GC01P065429,13.97730446,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPR
TRPM1,Transient Receptor Potential Cation Channel Subfamily M Member 1,Protein Coding,Q7Z4N2,47,GC15M031001,13.96689606,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM1
SERPINA1,Serpin Family A Member 1,Protein Coding,P01009,53,GC14M094376,13.96630001,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA1
DUSP1,Dual Specificity Phosphatase 1,Protein Coding,P28562,50,GC05M172768,13.96304512,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP1
PDGFA,Platelet Derived Growth Factor Subunit A,Protein Coding,P04085,48,GC07M000497,13.96140194,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFA
PHOX2B-AS1,PHOX2B Antisense RNA 1,RNA Gene,,14,GC04P041755,13.95440197,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHOX2B-AS1
XRCC4,X-Ray Repair Cross Complementing 4,Protein Coding,Q13426,47,GC05P083077,13.94989204,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC4
MTR,5-Methyltetrahydrofolate-Homocysteine Methyltransferase,Protein Coding,Q99707,52,GC01P236795,13.92724705,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTR
MIR574,MicroRNA 574,RNA Gene,,21,GC04P039029,13.90843964,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR574
CHRNA5,Cholinergic Receptor Nicotinic Alpha 5 Subunit,Protein Coding,P30532,49,GC15P078565,13.89479256,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA5
LOC107988030,MITF-M Promoter Region,Functional Element,,3,GC03P069934,13.87335205,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107988030
GHR,Growth Hormone Receptor,Protein Coding,P10912,50,GC05P042429,13.86950302,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHR
PAX3,Paired Box 3,Protein Coding,P23760,50,GC02M222199,13.85302448,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX3
ACVR1B,Activin A Receptor Type 1B,Protein Coding,P36896,51,GC12P051951,13.84621716,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR1B
ARNT,Aryl Hydrocarbon Receptor Nuclear Translocator,Protein Coding,P27540,50,GC01M150809,13.84329987,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARNT
PDCD4,Programmed Cell Death 4,Protein Coding,Q53EL6,47,GC10P110871,13.83517265,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD4
TNFRSF10C,TNF Receptor Superfamily Member 10c,Protein Coding,O14798,44,GC08P023102,13.83373642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10C
TJP1,Tight Junction Protein 1,Protein Coding,Q07157,48,GC15M029699,13.83258724,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TJP1
SEC23B,"SEC23 Homolog B, COPII Coat Complex Component",Protein Coding,Q15437,47,GC20P018507,13.8312273,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC23B
FANCL,FA Complementation Group L,Protein Coding,Q9NW38,51,GC02M058127,13.8196373,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCL
TINF2,TERF1 Interacting Nuclear Factor 2,Protein Coding,Q9BSI4,45,GC14M025820,13.81938744,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TINF2
HSP90B1,Heat Shock Protein 90 Beta Family Member 1,Protein Coding,P14625,51,GC12P103930,13.81586647,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90B1
ASIP,Agouti Signaling Protein,Protein Coding,P42127,42,GC20P036210,13.80809975,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASIP
IGFBP5,Insulin Like Growth Factor Binding Protein 5,Protein Coding,P24593,47,GC02M216672,13.7770462,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP5
PDPK1,3-Phosphoinositide Dependent Protein Kinase 1,Protein Coding,O15530,52,GC16P002537,13.77496433,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDPK1
MPO,Myeloperoxidase,Protein Coding,P05164,57,GC17M058269,13.76975536,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPO
VEGFB,Vascular Endothelial Growth Factor B,Protein Coding,P49765,48,GC11P064234,13.75046158,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFB
HDAC6,Histone Deacetylase 6,Protein Coding,Q9UBN7,57,GC0XP048801,13.74177361,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC6
ETV1,ETS Variant Transcription Factor 1,Protein Coding,P50549,49,GC07M013891,13.73353195,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETV1
TNFRSF1B,TNF Receptor Superfamily Member 1B,Protein Coding,P20333,53,GC01P012471,13.72450829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF1B
RPSA,Ribosomal Protein SA,Protein Coding,P08865,51,GC03P039406,13.7203846,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPSA
BAGE3,BAGE Family Member 3,Protein Coding,Q86Y29,16,GC21U900493,13.71729374,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAGE3
ENTPD1-AS1,ENTPD1 Antisense RNA 1,RNA Gene,,18,GC10M095753,13.71612549,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENTPD1-AS1
TCF4,Transcription Factor 4,Protein Coding,P15884,51,GC18M055222,13.71495438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF4
NBR2,Neighbor Of BRCA1 LncRNA 2,RNA Gene,,25,GC17P043125,13.71023655,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBR2
GSN,Gelsolin,Protein Coding,P06396,53,GC09P121201,13.70237923,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSN
MAGEB3,MAGE Family Member B3,Protein Coding,O15480,34,GC0XP030230,13.70134354,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEB3
BAGE5,BAGE Family Member 5,Protein Coding,Q86Y27,15,GC13Pr00076,13.70121098,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAGE5
MCM7,Minichromosome Maintenance Complex Component 7,Protein Coding,P33993,51,GC07M100092,13.69756126,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM7
LIG1,DNA Ligase 1,Protein Coding,P18858,51,GC19M048115,13.68026638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIG1
LAMC2,Laminin Subunit Gamma 2,Protein Coding,Q13753,51,GC01P183186,13.67885113,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMC2
MIR489,MicroRNA 489,RNA Gene,,18,GC07M093483,13.67400169,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR489
PIN1,"Peptidylprolyl Cis/Trans Isomerase, NIMA-Interacting 1",Protein Coding,Q13526,51,GC19P009835,13.66192913,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIN1
CCNH,Cyclin H,Protein Coding,P51946,50,GC05M087311,13.66062737,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNH
PTPRC,Protein Tyrosine Phosphatase Receptor Type C,Protein Coding,P08575,56,GC01P198607,13.64908314,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRC
AKR1C3,Aldo-Keto Reductase Family 1 Member C3,Protein Coding,P42330,50,GC10P005035,13.64842415,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1C3
TNC,Tenascin C,Protein Coding,P24821,53,GC09M115019,13.64678955,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNC
BNC2-AS1,BNC2 Antisense RNA 1,RNA Gene,,18,GC09P016727,13.61105919,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNC2-AS1
STAT6,Signal Transducer And Activator Of Transcription 6,Protein Coding,P42226,54,GC12M057095,13.61023331,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT6
FOXA1,Forkhead Box A1,Protein Coding,P55317,48,GC14M037589,13.61006165,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXA1
FGF4,Fibroblast Growth Factor 4,Protein Coding,P08620,48,GC11M113743,13.6056776,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF4
ZNRF3,Zinc And Ring Finger 3,Protein Coding,Q9ULT6,41,GC22P028883,13.60424995,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNRF3
LTA,Lymphotoxin Alpha,Protein Coding,P01374,46,GC06P111994,13.59583664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTA
LCN2,Lipocalin 2,Protein Coding,P80188,49,GC09P128149,13.58795834,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN2
TAP1,"Transporter 1, ATP Binding Cassette Subfamily B Member",Protein Coding,Q03518,52,GC06M084017,13.58062363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAP1
AGER,Advanced Glycosylation End-Product Specific Receptor,Protein Coding,Q15109,51,GC06M032180,13.57673645,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGER
MAGEH1,MAGE Family Member H1,Protein Coding,Q9H213,38,GC0XP055452,13.56215858,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEH1
CD86,CD86 Molecule,Protein Coding,P42081,48,GC03P122055,13.55934429,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD86
IL13,Interleukin 13,Protein Coding,P35225,47,GC05P132656,13.53907967,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13
ALOX12,"Arachidonate 12-Lipoxygenase, 12S Type",Protein Coding,P18054,49,GC17P013964,13.52863216,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX12
INSR,Insulin Receptor,Protein Coding,P06213,58,GC19M007112,13.52407837,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSR
TNFSF11,TNF Superfamily Member 11,Protein Coding,O14788,53,GC13P042562,13.51317501,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF11
ANGPT1,Angiopoietin 1,Protein Coding,Q15389,50,GC08M107246,13.51274681,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPT1
NOS3,Nitric Oxide Synthase 3,Protein Coding,P29474,53,GC07P153537,13.49250221,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS3
PAWR,Pro-Apoptotic WT1 Regulator,Protein Coding,Q96IZ0,45,GC12M079574,13.4767704,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAWR
CCL20,C-C Motif Chemokine Ligand 20,Protein Coding,P78556,47,GC02P227846,13.47659302,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL20
CIP2A,Cellular Inhibitor Of PP2A,Protein Coding,Q8TCG1,39,GC03M108594,13.47093773,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIP2A
EPHX1,Epoxide Hydrolase 1,Protein Coding,P07099,49,GC01P225810,13.46880627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHX1
CLDN7,Claudin 7,Protein Coding,O95471,44,GC17M007259,13.46460724,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN7
ALDOA,"Aldolase, Fructose-Bisphosphate A",Protein Coding,P04075,52,GC16P030064,13.45620155,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDOA
CLDN4,Claudin 4,Protein Coding,O14493,45,GC07P073799,13.45485115,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN4
TUBB,Tubulin Beta Class I,Protein Coding,P07437,53,GC06P111971,13.4508791,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB
CYP2C19,Cytochrome P450 Family 2 Subfamily C Member 19,Protein Coding,P33261,48,GC10P094762,13.43802261,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2C19
DMBT1,Deleted In Malignant Brain Tumors 1,Protein Coding,Q9UGM3,44,GC10P122560,13.43220234,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMBT1
TACC1,Transforming Acidic Coiled-Coil Containing Protein 1,Protein Coding,O75410,45,GC08P038728,13.41496754,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACC1
SRSF2,Serine And Arginine Rich Splicing Factor 2,Protein Coding,Q01130,46,GC17M076734,13.39831161,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF2
COL1A1,Collagen Type I Alpha 1 Chain,Protein Coding,P02452,53,GC17M064687,13.3925209,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A1
CD55,CD55 Molecule (Cromer Blood Group),Protein Coding,P08174,53,GC01P207321,13.37176323,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD55
HPGD,15-Hydroxyprostaglandin Dehydrogenase,Protein Coding,P15428,51,GC04M174490,13.37165165,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPGD
BAGE2,"BAGE Family Member 2, Pseudogene",Pseudogene,Q86Y30,20,GC21P010413,13.3671236,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAGE2
GPRC5D-AS1,GPRC5D And HEBP1 Antisense RNA 1,RNA Gene,,17,GC12P030723,13.36262226,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPRC5D-AS1
CTSL,Cathepsin L,Protein Coding,P07711,51,GC09P087725,13.35005856,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSL
S100A2,S100 Calcium Binding Protein A2,Protein Coding,P29034,45,GC01M153561,13.34693527,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A2
RAD52,"RAD52 Homolog, DNA Repair Protein",Protein Coding,P43351,46,GC12M000912,13.34416008,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD52
PGF,Placental Growth Factor,Protein Coding,P49763,48,GC14M074941,13.33393574,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGF
IGFBP7,Insulin Like Growth Factor Binding Protein 7,Protein Coding,Q16270,50,GC04M057030,13.30502892,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP7
ELK1,ETS Transcription Factor ELK1,Protein Coding,P19419,48,GC0XM047635,13.30492496,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELK1
RACK1,Receptor For Activated C Kinase 1,Protein Coding,P63244,48,GC05M182318,13.29207706,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RACK1
MAGEB4,MAGE Family Member B4,Protein Coding,O15481,37,GC0XP030245,13.28958607,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEB4
MIR513A1,MicroRNA 513a-1,RNA Gene,,16,GC0XM147213,13.28002071,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR513A1
PRKCE,Protein Kinase C Epsilon,Protein Coding,Q02156,52,GC02P045651,13.27138615,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCE
RRM1,Ribonucleotide Reductase Catalytic Subunit M1,Protein Coding,P23921,53,GC11P004650,13.26579475,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM1
COL7A1,Collagen Type VII Alpha 1 Chain,Protein Coding,Q02388,47,GC03M048564,13.25489807,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL7A1
JAG1,Jagged Canonical Notch Ligand 1,Protein Coding,P78504,54,GC20M010637,13.24888706,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAG1
JAK3,Janus Kinase 3,Protein Coding,P52333,55,GC19M017824,13.24471855,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK3
MIA3,MIA SH3 Domain ER Export Factor 3,Protein Coding,Q5JRA6,42,GC01P222618,13.23113537,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIA3
PRKCI,Protein Kinase C Iota,Protein Coding,P41743,52,GC03P170222,13.22849083,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCI
CXCR3,C-X-C Motif Chemokine Receptor 3,Protein Coding,P49682,48,GC0XM071615,13.22345352,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR3
NTS,Neurotensin,Protein Coding,P30990,45,GC12P085876,13.20476151,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTS
ADAM17,ADAM Metallopeptidase Domain 17,Protein Coding,P78536,54,GC02M009488,13.20395947,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM17
LINC00937,Long Intergenic Non-Protein Coding RNA 937,RNA Gene,,16,GC12M008295,13.1923914,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00937
SPHK1,Sphingosine Kinase 1,Protein Coding,Q9NYA1,50,GC17P076376,13.1785078,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPHK1
ANPEP,"Alanyl Aminopeptidase, Membrane",Protein Coding,P15144,53,GC15M089784,13.17813396,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANPEP
SCAI,Suppressor Of Cancer Cell Invasion,Protein Coding,Q8N9R8,38,GC09M124942,13.17803383,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAI
PRKAA1,Protein Kinase AMP-Activated Catalytic Subunit Alpha 1,Protein Coding,Q13131,51,GC05M040759,13.17604446,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAA1
CCDST,Cervical Cancer Associated DHX9 Suppressive Transcript,RNA Gene,,11,GC01P157214,13.16698837,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDST
ACTB,Actin Beta,Protein Coding,P60709,53,GC07M005527,13.16052818,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTB
HSF1,Heat Shock Transcription Factor 1,Protein Coding,Q00613,51,GC08P144291,13.15982437,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSF1
CCDC144NL-AS1,CCDC144NL Antisense RNA 1,RNA Gene,,16,GC17P087554,13.15023422,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC144NL-AS1
DLGAP4-AS1,DLGAP4 Antisense RNA 1,RNA Gene,,16,GC20M036509,13.14656544,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLGAP4-AS1
AMACR,Alpha-Methylacyl-CoA Racemase,Protein Coding,Q9UHK6,49,GC05M033986,13.14086056,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMACR
HOPX,HOP Homeobox,Protein Coding,Q9BPY8,39,GC04M056647,13.13921452,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOPX
PBRM1,Polybromo 1,Protein Coding,Q86U86,49,GC03M052545,13.12259674,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBRM1
FOSL1,"FOS Like 1, AP-1 Transcription Factor Subunit",Protein Coding,P15407,49,GC11M113568,13.11362934,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOSL1
TRADD,TNFRSF1A Associated Via Death Domain,Protein Coding,Q15628,47,GC16M067154,13.10857582,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRADD
VPS9D1-AS1,VPS9D1 Antisense RNA 1,RNA Gene,,16,GC16P089711,13.09830093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS9D1-AS1
BAGE4,BAGE Family Member 4,Protein Coding,Q86Y28,17,GC13U901757,13.08841896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAGE4
FLNA,Filamin A,Protein Coding,P21333,52,GC0XM154348,13.0864315,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNA
HMGCR,3-Hydroxy-3-Methylglutaryl-CoA Reductase,Protein Coding,P04035,51,GC05P075336,13.08632278,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCR
XAGE1B,X Antigen Family Member 1B,Protein Coding,Q9HD64,29,GC0XM052513,13.06472015,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XAGE1B
STK33,Serine/Threonine Kinase 33,Protein Coding,Q9BYT3,46,GC11M009336,13.06412506,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK33
EIF2S1,Eukaryotic Translation Initiation Factor 2 Subunit Alpha,Protein Coding,P05198,48,GC14P067359,13.04960918,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2S1
PDK1,Pyruvate Dehydrogenase Kinase 1,Protein Coding,Q15118,51,GC02P172555,13.03599167,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDK1
IFI16,Interferon Gamma Inducible Protein 16,Protein Coding,Q16666,46,GC01P158969,13.01928329,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFI16
MIR7-1,MicroRNA 7-1,RNA Gene,,17,GC09M104169,12.97029495,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7-1
NGF,Nerve Growth Factor,Protein Coding,P01138,55,GC01M115285,12.96629143,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGF
NEK8,NIMA Related Kinase 8,Protein Coding,Q86SG6,45,GC17P028725,12.95122337,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK8
GRPR,Gastrin Releasing Peptide Receptor,Protein Coding,P30550,47,GC0XP016141,12.9372263,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRPR
LOC126862483,BRD4-Independent Group 4 Enhancer GRCh37_chr17:7589699-7590898,Functional Element,,3,GC17P014506,12.93396282,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126862483
